Week,Property Country,Platform Type Name,Net Orders,Net Gross Booking Value USD,Booking value per order,Net Order Percent Change by Platform,Net Gross Booking Value USD Percent Change by Platform,Booking value per order Percent Change by Platform
2016-W47,Israel,Mobile App,18,11488.448,611.0816,-0.4545454545454546,-0.18369919385551825,0.3584876588650925
2016-W47,Israel,Mobile Web,26,10805.835,497.9333,-0.0714285714285714,-0.5529512876519247,-0.4594166674084298
2016-W47,Italy,Desktop,2659,1143791.5946,351.46083639737867,-0.031329690346083794,-0.0870783283599923,-0.07774874123760966
2016-W47,Italy,Mobile App,328,102560.9764,570.5170892437945,-0.14360313315926898,0.06559634904898193,0.8919403895335805
2016-W47,Italy,Mobile Web,428,173579.9217,360.93311061921776,-0.044642857142857095,0.02139327419086623,-0.0412136339706628
2016-W47,Jamaica,Desktop,128,160226.3405,1443.641213821625,-0.12328767123287676,0.7037195009047981,0.6314310595298027
2016-W47,Jamaica,Mobile App,6,38230.5,4380.666666666667,-0.625,2.397304580207815,5.2904212851598595
2016-W47,Jamaica,Mobile Web,39,43828.9983,1138.7822393939393,-0.0714285714285714,0.20058192821085719,-0.3179105355460239
2016-W47,Japan,Desktop,3644,1184919.2031,431.7542303907194,-0.1427899317807575,-0.11385251326929147,0.1693719393694264
2016-W47,Japan,Mobile App,651,162882.69329999998,302.797752367787,0.11282051282051286,0.07562693016139299,0.16422934747278828
2016-W47,Japan,Mobile Web,601,199932.5999,378.7657287367061,-0.030645161290322576,0.1182256425356456,-0.030319025046466996
2016-W47,Jordan,Desktop,27,9741.1621,412.57568869047617,-0.4807692307692307,-0.4319294438835174,0.2498461952849096
2016-W47,Jordan,Mobile App,10,2814.2443000000003,230.50556666666668,1.0,1.1535284267858543,-0.10453391436002846
2016-W47,Jordan,Mobile Web,4,1786.5612,446.6403,-0.5555555555555556,-0.21332166925794138,0.7666786451912884
2016-W47,Kazakhstan,Desktop,13,6368.6217,490.5292592592593,0.8571428571428572,0.6581177535051783,-0.08061307387452898
2016-W47,Kazakhstan,Mobile App,1,432.6597,432.6597,0.0,3.010936312227681,3.010936312227681
2016-W47,Kenya,Desktop,37,12550.0367,354.8041962962963,-0.19565217391304346,-0.36203506153547793,-0.28462569056299103
2016-W47,Kenya,Mobile App,3,1834.8673,611.6224333333333,-0.4,0.7759068378035543,2.0284325185077843
2016-W47,Kenya,Mobile Web,11,4221.9379,412.09379,0.22222222222222232,0.2694643743727756,0.05494882710693583
2016-W47,Kuwait,Desktop,13,9384.4069,629.4920083333334,-0.0714285714285714,0.8741111064446754,0.7378343286824565
2016-W47,Kuwait,Mobile App,5,1472.31,317.15625,-0.375,-0.6668040131795623,-0.5348285544429876
2016-W47,Kuwait,Mobile Web,4,2726.2898999999998,681.5724749999999,0.0,1.6926562006631367,1.6926562006631367
2016-W47,Laos,Desktop,30,7876.435299999999,227.00886323529411,-0.11764705882352944,-0.14355373978299024,-0.03615048413616695
2016-W47,Laos,Mobile App,4,445.86800000000005,90.44628333333333,3.0,0.9837798011005676,-0.5975815488860255
2016-W47,Laos,Mobile Web,3,1429.9284,476.6428,-0.4,-0.009147481854364758,0.6086595215545154
2016-W47,Latvia,Desktop,86,20136.9356,204.84049623015872,-0.16504854368932043,-0.22568068949054187,-0.08822468051293475
2016-W47,Latvia,Mobile App,24,2545.1306999999997,150.42921215277778,0.7142857142857142,-0.11712263639936926,-0.3292978037439276
2016-W47,Latvia,Mobile Web,24,5062.7382,272.3223722222222,0.1428571428571428,-0.15128547839069972,0.005050355777439508
2016-W47,Lebanon,Desktop,24,13032.09,636.3471440000001,0.0,0.052472600609208886,0.33910392200313333
2016-W47,Lebanon,Mobile App,8,1444.74,179.21933333333334,0.33333333333333326,-0.5227723164737593,-0.608665778690016
2016-W47,Lebanon,Mobile Web,2,256.24989999999997,128.12494999999998,-0.5,-0.6694275230688078,-0.2172947435479864
2016-W47,Lesotho,Desktop,1,932.94,932.94,-0.5,1.0460848291584748,3.0921696583169496
2016-W47,Liechtenstein,Desktop,4,1830.4174,457.60435,0.33333333333333326,2.8671160512523217,1.70969821141485
2016-W47,Liechtenstein,Mobile App,1,418.7396,418.7396,,,
2016-W47,Lithuania,Desktop,64,23484.7945,361.37239061533705,-0.07246376811594202,0.044409870328431245,0.2577531728543243
2016-W47,Lithuania,Mobile App,5,797.7346,168.5873,-0.16666666666666663,0.14676256676220456,0.4540896549166338
2016-W47,Lithuania,Mobile Web,12,4475.154,441.3886047619048,-0.19999999999999996,-0.1701806683522452,0.6296775729360964
2016-W47,Luxembourg,Desktop,41,18287.8161,435.1183551923077,-0.31666666666666665,-0.12381477424796927,0.15636647511106605
2016-W47,Luxembourg,Mobile App,5,878.9071,167.16378333333333,-0.16666666666666663,-0.597435655150659,-0.5950055317626286
2016-W47,Luxembourg,Mobile Web,4,690.7882,172.69705,0.33333333333333326,-0.41552227758647875,-0.6055410888965
2016-W47,Macau,Desktop,265,98846.07639999999,425.37243713408225,-0.18960244648318048,-0.12130707930655027,0.03664063124560846
2016-W47,Macau,Mobile App,84,27157.1077,362.9778980194805,-0.1515151515151515,-0.16266945616643624,-0.07316446489494055
2016-W47,Macau,Mobile Web,59,24188.6273,531.1867327834467,-0.06349206349206349,0.05761116581065262,0.19333135531474754
2016-W47,Macedonia,Desktop,6,636.0969,107.10375833333333,1.0,-0.12242717876001286,-0.5567121265675602
2016-W47,Macedonia,Mobile App,1,100.3386,100.3386,0.0,1.2839940634446592,1.2839940634446592
2016-W47,Madagascar,Desktop,4,1566.0351999999998,345.2408666666667,1.0,0.6096683181327935,-0.290279956417274
2016-W47,Malawi,Desktop,7,4774.1596,755.52945,-0.5,-0.564578140165637,0.3906363355157214
2016-W47,Malawi,Mobile App,1,151.46,151.46,,,
2016-W47,Malawi,Mobile Web,1,291.42,291.42,0.0,-0.6327872983870968,-0.6327872983870968
2016-W47,Malaysia,Desktop,557,175903.80599999998,373.7451112181135,-0.2143864598025388,-0.22177074428657673,0.18933319203164745
2016-W47,Malaysia,Mobile App,132,29096.1084,267.84609036708304,0.22222222222222232,0.10841946974364025,-0.030694448045849754
2016-W47,Malaysia,Mobile Web,116,35642.6114,296.934673478836,-0.025210084033613467,0.00873486237353327,-0.08485972771770245
2016-W47,Maldives,Desktop,49,102056.00510000001,1941.387287878788,0.13953488372093026,0.004860423253813639,-0.34118503330615224
2016-W47,Maldives,Mobile App,5,1275.1101,255.02202000000003,0.6666666666666667,-0.6495107991791399,-0.789706479507484
2016-W47,Maldives,Mobile Web,6,4017.7482999999997,694.9330199999999,5.0,26.70860896551724,3.792641517241379
2016-W47,Malta,Desktop,72,38456.8162,474.23478162337665,0.22033898305084754,0.2957116228165675,-0.24995860158564454
2016-W47,Malta,Mobile App,5,689.625,137.925,0.6666666666666667,0.3005983931327274,-0.21964096412036338
2016-W47,Malta,Mobile Web,11,3345.4533,280.6629354166667,1.75,0.23913066668049465,-0.4011647456091616
2016-W47,Martinique,Desktop,9,4944.544800000001,580.9757694444445,2.0,0.7462194840800753,-0.38446636682371493
2016-W47,Martinique,Mobile Web,1,137.0722,137.0722,,,
2016-W47,Mauritius,Desktop,28,37013.0953,1504.4093001190474,0.6470588235294117,0.4542634097589031,0.34421114467131697
2016-W47,Mauritius,Mobile App,5,8856.0036,1807.9125166666665,1.5,2.872475108775578,0.5810960645127738
2016-W47,Mauritius,Mobile Web,2,6961.8766,3480.9383,0.0,-0.051450020319521506,-0.051450020319521506
2016-W47,Mexico,Desktop,1941,1115347.4045,720.536338298547,-0.12646264626462644,-0.1370172517762661,-0.16357783770952428
2016-W47,Mexico,Mobile App,308,96132.45,539.8911304998702,-0.08333333333333337,-0.22469212311208187,-0.21601191514650475
2016-W47,Mexico,Mobile Web,374,179732.23820000002,973.8366674730877,0.0,-0.04221859986568499,0.50484963635936
2016-W47,Moldova,Desktop,7,2035.0983,204.22209999999998,1.3333333333333335,2.2953055094522936,-0.00794834635469377
2016-W47,Moldova,Mobile App,1,634.3696,634.3696,0.0,-0.7112087512676195,-0.7112087512676195
2016-W47,Monaco,Desktop,15,10472.6921,666.4030954545455,0.6666666666666667,2.9516282409549093,1.1213819347959308
2016-W47,Monaco,Mobile Web,1,261.69,261.69,0.0,-0.8050404737138773,-0.8050404737138773
2016-W47,Mongolia,Desktop,1,302.4009,302.4009,-0.6666666666666667,-0.7640001941685746,-0.2920005825057236
2016-W47,Mongolia,Mobile App,2,664.8384,332.4192,1.0,4.7313506947826856,1.8656753473913428
2016-W47,Montenegro,Desktop,5,2354.8934,470.97868,0.6666666666666667,4.36768335115424,2.2206100106925444
2016-W47,Montenegro,Mobile App,1,176.6032,176.6032,0.0,6.833364382346417,6.833364382346417
2016-W47,Montenegro,Mobile Web,2,960.7674,480.3837,1.0,6.012731810109683,2.5063659050548415
2016-W47,Morocco,Desktop,144,61970.117099999996,491.6521929201539,-0.19999999999999996,0.007580997786699628,0.3258892010108607
2016-W47,Morocco,Mobile App,20,8072.763,563.9285341666666,0.5384615384615385,1.666005754355809,1.0955439491423258
2016-W47,Morocco,Mobile Web,25,5408.8376,238.07969500000002,-0.2647058823529411,-0.46264537560472474,-0.14921999851369339
2016-W47,Mozambique,Desktop,9,8492.3309,1017.5670714285715,-0.3076923076923077,-0.2770103889439751,0.13272613401299438
2016-W47,Mozambique,Mobile App,2,498.3728,249.1864,0.0,2.0180523779360096,2.0180523779360096
2016-W47,Mozambique,Mobile Web,1,285.0,285.0,0.0,-0.3829186691136287,-0.3829186691136287
2016-W47,Myanmar,Desktop,57,14154.568500000001,249.61856604938274,-0.2191780821917808,-0.29173109854264234,-0.09729540038312012
2016-W47,Myanmar,Mobile App,9,1880.787,220.806,-0.4,-0.42488514823819257,-0.10545028496792197
2016-W47,Myanmar,Mobile Web,7,2111.0256,374.10812,-0.2222222222222222,0.5882785113037639,1.5332193939771495
2016-W47,Namibia,Desktop,6,3384.0165,440.71930000000003,0.19999999999999996,0.5432212013480682,0.08908176824669556
2016-W47,Namibia,Mobile App,3,762.6,254.20000000000002,2.0,2.234546620564693,0.07818220685489763
2016-W47,Namibia,Mobile Web,2,1473.0248000000001,736.5124000000001,-0.33333333333333337,1.3510812237802199,2.5266218356703294
2016-W47,Nepal,Desktop,31,5167.5409,209.2167074074074,0.0,-0.265254514319447,-0.19838070815663567
2016-W47,Nepal,Mobile App,11,648.2297,56.783225,1.75,-0.2830843302819178,-0.7488002553438847
2016-W47,Nepal,Mobile Web,10,653.1691,65.31691,-0.09090909090909094,-0.7248392169005244,-0.6075522429109381
2016-W47,Netherlands,Desktop,1234,485527.55710000003,398.66404725012404,-0.17623497997329773,-0.18399543284283593,-0.052148649364558874
2016-W47,Netherlands,Mobile App,131,37520.7768,331.93878121177215,-0.1863354037267081,-0.28834965657313283,0.04538285647954954
2016-W47,Netherlands,Mobile Web,185,70841.9674,406.315842277126,-0.1513761467889908,-0.12615934089258196,0.07204078994844698
2016-W47,New Caledonia,Desktop,11,7076.7186,571.2681666666666,0.10000000000000009,0.4439540228552916,0.4160714432525403
2016-W47,New Caledonia,Mobile App,4,638.3068,148.67536666666666,1.0,1.2977851789935069,0.07040706446521305
2016-W47,New Caledonia,Mobile Web,2,1183.9605999999999,591.9802999999999,0.0,0.4047017549271492,0.4047017549271492
2016-W47,New Zealand,Desktop,974,262980.0117,276.7763517063949,-0.16466552315608918,-0.17446324449647999,0.10593934529291493
2016-W47,New Zealand,Mobile App,144,29152.3624,298.2474047386397,0.02857142857142847,-0.0037048513406816586,0.4603623280484699
2016-W47,New Zealand,Mobile Web,189,44804.366,253.10967730732173,-0.10849056603773588,-0.024425701680338974,0.058674692077629764
2016-W47,Nicaragua,Desktop,29,6730.995000000001,192.78514880952383,-0.4423076923076923,-0.5875507566169766,-0.376151518851804
2016-W47,Nicaragua,Mobile App,7,1918.769,440.56566666666663,0.16666666666666674,0.6762492574343921,1.131178124778287
2016-W47,Nicaragua,Mobile Web,6,1596.61,217.3638888888889,-0.4545454545454546,-0.36982534569793046,0.12582347359566937
2016-W47,Nigeria,Desktop,20,21604.7422,1283.9678533333333,-0.09090909090909094,0.1815900721272954,0.5869660650559978
2016-W47,Nigeria,Mobile App,5,1474.1511,326.851525,4.0,1.193677232142857,-0.5136138020833334
2016-W47,Nigeria,Mobile Web,2,889.6962000000001,444.84810000000004,-0.5,-0.60876732554277,-0.28713461987775546
2016-W47,Northern Mariana Islands,Desktop,26,12480.7477,489.65340219780217,-0.16129032258064513,0.1179258132801504,0.3148537774385256
2016-W47,Northern Mariana Islands,Mobile App,7,2535.3702000000003,305.41044444444447,0.3999999999999999,-0.3281588181900713,-0.5647027640739992
2016-W47,Northern Mariana Islands,Mobile Web,4,986.8715,221.40408333333335,-0.19999999999999996,-0.38366948641804144,-0.31056587101394517
2016-W47,Norway,Desktop,2735,778140.9887,383.39376840630445,-0.12703479093520587,-0.11067868558106897,-0.1413543215528551
2016-W47,Norway,Mobile App,302,71047.247,262.74236439895753,-0.12968299711815567,-0.1264486493998418,-0.2548675762643442
2016-W47,Norway,Mobile Web,488,118809.4416,304.70739099239415,-0.17706576728499157,-0.08045427413166129,0.13768684776230766
2016-W47,Oman,Desktop,21,19789.1229,1231.3768037037037,-0.5116279069767442,-0.3635372746668114,0.19165588781205045
2016-W47,Oman,Mobile App,4,1949.1444999999999,487.28612499999997,0.33333333333333326,0.9802625436369656,0.7826879716078825
2016-W47,Oman,Mobile Web,5,4341.8264,868.36528,1.5,2.3224796698507735,0.32899186794030943
2016-W47,Pakistan,Desktop,5,4427.4295,930.7100875,1.5,0.9371776095718356,-0.18555417200538427
2016-W47,Pakistan,Mobile Web,1,427.9603,427.9603,,,
2016-W47,Palau,Desktop,15,6945.661,487.68460000000005,0.875,2.15248849054062,0.5436363513590887
2016-W47,Palau,Mobile App,1,643.666,643.666,,,
2016-W47,Panama,Desktop,182,80704.68040000001,848.7034437918622,-0.18018018018018023,-0.050809780311749875,0.8218334085160215
2016-W47,Panama,Mobile App,50,12335.2765,317.24512434691746,0.25,-0.006547034469637114,-0.10645750273362187
2016-W47,Panama,Mobile Web,29,4782.3697,165.61997571428572,0.0,-0.6116865659345919,-0.6486784339679788
2016-W47,Papua New Guinea,Desktop,5,2250.1017,485.77088749999996,0.25,-0.4579349947926771,-0.531897782820655
2016-W47,Paraguay,Desktop,7,5325.24,634.7066666666667,-0.6111111111111112,-0.4363885805894032,0.6101383390071022
2016-W47,Paraguay,Mobile App,2,661.89,330.945,0.0,2.518831001055825,2.518831001055825
2016-W47,Peru,Desktop,303,92353.9468,284.43382384850605,-0.23484848484848486,-0.27318914395223837,-0.12650008709720006
2016-W47,Peru,Mobile App,47,5997.8364,116.60452666666666,0.11904761904761907,-0.3547883566866409,-0.4697100054559664
2016-W47,Peru,Mobile Web,52,9003.8316,191.43922083333334,-0.0714285714285714,-0.1729580591876232,-0.04486855714757343
2016-W47,Philippines,Desktop,891,250110.6066,407.05231055552406,-0.15384615384615385,-0.14291326200957233,0.24873622858658795
2016-W47,Philippines,Mobile App,179,37366.6321,244.18625024513904,0.00561797752808979,0.022508247688223237,0.002033350957827862
2016-W47,Philippines,Mobile Web,139,33449.769,299.2931492794269,-0.1575757575757576,-0.15272977306557523,0.22456918060977848
2016-W47,Poland,Desktop,515,159236.8553,265.07700696570504,-0.13006756756756754,-0.10619692014309168,-0.04555061217691281
2016-W47,Poland,Mobile App,50,8815.5556,257.31291907894735,-0.13793103448275867,-0.31479289881038364,0.13281882235958764
2016-W47,Poland,Mobile Web,90,22814.2162,236.61606394927537,0.022727272727272707,-0.20761728959910797,-0.15481136159273745
2016-W47,Portugal,Desktop,429,118673.0756,262.0623822248169,-0.162109375,-0.35684331213741216,-0.21791387028492581
2016-W47,Portugal,Mobile App,56,12532.2583,246.03273201754388,-0.1515151515151515,-0.02812576466534933,0.36282892761002006
2016-W47,Portugal,Mobile Web,81,23990.7533,346.91236327586205,-0.012195121951219523,-0.23441999550999348,0.10808463321465589
2016-W47,Puerto Rico,Desktop,588,294490.2918,722.0400056518955,-0.1502890173410405,-0.20685206493443054,0.42748551260061207
2016-W47,Puerto Rico,Mobile App,89,25442.8887,339.1593360544218,0.5084745762711864,0.06903667176953276,-0.4754983381840402
2016-W47,Puerto Rico,Mobile Web,137,42005.439699999995,509.5152520502645,-0.2712765957446809,-0.37482860038739574,0.3662611298158036
2016-W47,Qatar,Desktop,67,40467.6059,655.4398154351395,0.08064516129032251,-0.022071494393994695,0.22349260426699158
2016-W47,Qatar,Mobile App,3,5042.9841,1680.9947,-0.7,0.5522561142631548,3.7553332127287256
2016-W47,Qatar,Mobile Web,9,4673.0907,563.969525,3.5,13.165894777302997,2.4192073133763707
2016-W47,Republic of the Congo,Desktop,5,6569.1942,1283.3784666666668,,,
2016-W47,Romania,Desktop,80,17243.0303,211.24228322892793,-0.024390243902439046,-0.2734834506663434,-0.3233766138592201
2016-W47,Romania,Mobile App,16,1964.775,131.8018111111111,0.06666666666666665,-0.4272687999776128,-0.5656885498801787
2016-W47,Romania,Mobile Web,6,2148.2399,358.03998333333334,-0.33333333333333337,1.9555656662157683,3.560704778634779
2016-W47,Russia,Desktop,174,75133.6903,420.5783296136612,-0.13861386138613863,-0.11309124878142796,0.034192834855207854
2016-W47,Russia,Mobile App,20,6195.781099999999,312.7419922077922,0.4285714285714286,0.6356118489428995,0.004107594570148532
2016-W47,Russia,Mobile Web,19,5476.902599999999,299.32013472222224,0.46153846153846145,0.2304663309937358,0.02120856852998343
2016-W47,Rwanda,Desktop,2,1189.3213,594.66065,-0.6666666666666667,-0.7250629219672825,-0.1751887659018475
2016-W47,Samoa,Desktop,5,1195.4696,223.28652499999998,-0.5833333333333333,-0.8928721422267578,-0.7928822698977926
2016-W47,Samoa,Mobile App,2,429.2566,214.6283,,,
2016-W47,Samoa,Mobile Web,2,158.0792,79.0396,1.0,4.367131585023019,1.6835657925115095
2016-W47,San Marino,Desktop,1,133.3244,133.3244,0.0,0.6895883126725078,0.6895883126725078
2016-W47,Saudi Arabia,Desktop,77,65820.9779,857.3030133333333,-0.125,0.022100282697681717,-0.0033479114287735534
2016-W47,Saudi Arabia,Mobile App,16,7174.885200000001,528.1097602040817,-0.2727272727272727,-0.3385576773704865,-0.07743475675635525
2016-W47,Saudi Arabia,Mobile Web,14,26227.6817,1244.5300444444445,0.75,3.53704657310264,0.37701110472006083
2016-W47,Senegal,Desktop,5,1180.6814,206.34275,1.5,1.1365897160138538,-0.2531943035199543
2016-W47,Serbia,Desktop,15,6153.8324999999995,385.9060768518518,-0.4642857142857143,-0.08122344653782765,0.4186413049141877
2016-W47,Serbia,Mobile App,4,1004.2257000000001,251.05642500000002,-0.4285714285714286,-0.06672494917163962,0.40892676256314675
2016-W47,Serbia,Mobile Web,5,510.4106,102.08212,0.6666666666666667,-0.5832172996504128,-0.7499303797902477
2016-W47,Seychelles,Desktop,17,15083.631300000001,1216.7053151851853,0.41666666666666674,0.2852051792376351,0.04389825665837832
2016-W47,Seychelles,Mobile Web,2,2208.8253999999997,1104.4126999999999,-0.33333333333333337,-0.7369444524964517,-0.5708112324450543
2016-W47,Singapore,Desktop,778,439519.0855,647.2780869866544,-0.22664015904572565,-0.2502371298038851,0.08374889657984808
2016-W47,Singapore,Mobile App,140,52716.5544,428.10107438834876,0.09375,0.23424235816084904,-0.002209613022160939
2016-W47,Singapore,Mobile Web,111,55712.2925,487.0870293630444,-0.19565217391304346,-0.17275304542903802,-0.03625269873715853
2016-W47,Sint Maarten,Desktop,51,38399.3458,831.8457778846155,0.10869565217391308,-0.2629504131576894,-0.3525133878062088
2016-W47,Sint Maarten,Mobile App,2,931.3100000000001,465.65500000000003,-0.5,-0.8249167174257976,-0.6498334348515953
2016-W47,Sint Maarten,Mobile Web,4,776.38,194.095,-0.5,-0.9024228659529627,-0.8434075909500469
2016-W47,Slovakia,Desktop,35,7187.3058,204.41072499999999,-0.18604651162790697,-0.27726796348861216,-0.09713693142325397
2016-W47,Slovakia,Mobile App,2,436.972,218.486,-0.6,-0.15575828100599098,1.1106042974850223
2016-W47,Slovakia,Mobile Web,6,596.9474,103.16175000000001,-0.4,-0.7104324284495278,-0.44643424225851636
2016-W47,Slovenia,Desktop,37,9485.4818,298.0804752631579,0.3214285714285714,-0.16757687679896505,-0.21873683486470263
2016-W47,Slovenia,Mobile App,2,168.4767,84.23835,-0.6666666666666667,-0.7543424339326701,-0.29420877066672857
2016-W47,Slovenia,Mobile Web,3,1048.9419,349.64730000000003,2.0,4.627225801052334,0.8757419336841115
2016-W47,South Africa,Desktop,284,133144.4583,513.1684960169379,-0.01730103806228378,0.04040121794318452,0.15684283333118954
2016-W47,South Africa,Mobile App,37,11358.9073,328.0675602564103,-0.28846153846153844,-0.29728935275305113,-0.21662919179981277
2016-W47,South Africa,Mobile Web,48,35236.3785,760.762975942029,-0.2941176470588235,0.1262376815161388,0.6796051480906424
2016-W47,South Korea,Desktop,2535,653639.743,404.12936599147434,-0.17721518987341767,-0.20975617273065794,-0.005804896003056559
2016-W47,South Korea,Mobile App,944,173991.9293,318.53391538029507,-0.06069651741293536,-0.15454995783151482,-0.02303499706850587
2016-W47,South Korea,Mobile Web,507,96292.04060000001,316.6553958759559,-0.20781249999999996,-0.2854069904098855,-0.023862100401106257
2016-W47,Spain & Canary Islands,Desktop,2124,877847.5576,369.74827461872616,-0.07652173913043481,-0.05995706722404692,-0.10427166736361981
2016-W47,Spain & Canary Islands,Mobile App,290,72635.8926,362.59036915941346,-0.13173652694610782,-0.13778104432896343,0.032579929243905514
2016-W47,Spain & Canary Islands,Mobile Web,323,135614.771,432.70774865848654,-0.18639798488664983,-0.12484640565464611,0.2427463242669361
2016-W47,Sri Lanka,Desktop,48,21459.4918,537.8653487820512,-0.1578947368421053,0.03695624660033636,0.396788390294722
2016-W47,Sri Lanka,Mobile App,7,3357.0158,594.2501333333333,-0.41666666666666663,0.8075192230406845,3.249091571418403
2016-W47,Sri Lanka,Mobile Web,13,8534.2604,631.60249,0.18181818181818188,1.7131845459511017,0.9517721187650223
2016-W47,St. Barthelemy,Desktop,4,9241.4975,2310.374375,1.0,7.105154797403964,3.052577398701982
2016-W47,St. Barthelemy,Mobile App,1,5803.3587,5803.3587,,,
2016-W47,St. Kitts and Nevis,Desktop,9,25230.6103,2658.4593285714286,0.125,1.0393101511219167,0.14863148459441855
2016-W47,St. Kitts and Nevis,Mobile App,3,2646.84,718.9725,0.5,-0.3738557450540365,-0.6598355017007929
2016-W47,St. Kitts and Nevis,Mobile Web,5,1777.37,324.78333333333336,1.5,-0.3161857494613728,-0.7500897712116549
2016-W47,St. Lucia,Desktop,30,47980.679,2298.89887012987,0.15384615384615374,-0.2451964299410162,0.09196111880419289
2016-W47,St. Lucia,Mobile App,2,2663.29,1331.645,1.0,3.585238619929757,1.2926193099648784
2016-W47,St. Lucia,Mobile Web,6,9624.7788,1604.1298,0.5,0.7680615170959402,0.17870767806396004
2016-W47,St. Martin,Desktop,18,17388.6899,1278.5172607142858,-0.25,-0.21035126567114437,0.06456303005034458
2016-W47,St. Martin,Mobile Web,2,1531.5225,765.76125,1.0,3.5691897631365634,1.2845948815682817
2016-W47,St. Vincent and the Grenadines,Desktop,3,2327.2799999999997,775.7599999999999,-0.625,-0.5389534492117389,0.1748089082911235
2016-W47,St. Vincent and the Grenadines,Mobile Web,1,1129.3428,1129.3428,,,
2016-W47,Suriname,Desktop,2,1241.8700000000001,620.9350000000001,0.0,1.0526098310799648,1.0526098310799648
2016-W47,Suriname,Mobile App,1,1446.48,1446.48,,,
2016-W47,Suriname,Mobile Web,1,1173.22,1173.22,0.0,0.4258872143898882,0.4258872143898882
2016-W47,Svalbard,Desktop,2,522.9108,261.4554,-0.6,-0.8196887600556612,-0.5255183696244143
2016-W47,Svalbard,Mobile App,2,1467.4407,733.72035,,,
2016-W47,Swaziland,Desktop,1,229.8,229.8,-0.5,-0.6318411578835896,-0.2636823157671794
2016-W47,Sweden,Desktop,928,374260.0156,437.3482232210252,-0.16169828364950312,-0.09722158099733902,0.05070888213686797
2016-W47,Sweden,Mobile App,97,27207.1623,319.0682750887831,-0.010204081632653073,-0.17303253449386946,-0.08910345734379621
2016-W47,Sweden,Mobile Web,129,43534.9014,383.11297949784205,-0.19875776397515532,-0.22644853623306638,0.03040455824029853
2016-W47,Switzerland,Desktop,654,314642.7166,538.5557269576258,-0.20918984280532038,-0.2595084509999426,-0.07021205925138385
2016-W47,Switzerland,Mobile App,87,24538.1352,313.51138663615563,-0.16346153846153844,-0.4175757647381162,-0.3763889162823779
2016-W47,Switzerland,Mobile Web,66,30195.935,497.2703796472663,-0.4054054054054054,-0.5495357947122848,-0.1863554127093323
2016-W47,"Taiwan, Republic of China",Desktop,1154,344999.01560000004,318.0871769459477,-0.22602280348759218,-0.22181996623130662,-0.12688000742028882
2016-W47,"Taiwan, Republic of China",Mobile App,222,60009.195100000004,302.2918851844342,0.07246376811594213,0.158420657161646,-0.06347223462208407
2016-W47,"Taiwan, Republic of China",Mobile Web,203,51066.285599999996,247.66708191366038,-0.2425373134328358,-0.17626414256071854,0.09202447554351956
2016-W47,Tanzania,Desktop,36,11034.2379,342.398075,-0.25,-0.6015191183675264,-0.21240170298485683
2016-W47,Tanzania,Mobile App,4,1023.642,191.85723333333337,0.0,-0.578029234992951,-0.7312773357984574
2016-W47,Tanzania,Mobile Web,5,1134.8115,226.9623,-0.5454545454545454,-0.7984738544851775,-0.6109790019748238
2016-W47,Thailand,Desktop,2353,891808.5014000001,407.66089615341446,-0.11274509803921573,-0.11743529859165769,0.08379599919039804
2016-W47,Thailand,Mobile App,484,130230.3238,397.96819203725653,-0.13416815742397137,-0.13576487185555808,-0.06821138489551826
2016-W47,Thailand,Mobile Web,523,153396.3611,385.3823508915215,-0.09982788296041312,-0.1244256100741673,0.11193769784130403
2016-W47,Tonga,Desktop,2,431.8268,215.9134,1.0,-0.23682859930155964,-0.6184142996507798
2016-W47,Trinidad and Tobago,Desktop,48,30543.2889,728.6228311904763,-0.33333333333333337,-0.34990922142716396,-0.32232553538651487
2016-W47,Trinidad and Tobago,Mobile App,8,3946.2300000000005,511.13166666666666,0.6000000000000001,0.93935090081678,0.25596285338916114
2016-W47,Trinidad and Tobago,Mobile Web,14,4691.468699999999,372.88487,0.2727272727272727,0.11536927540002706,-0.23214458836626106
2016-W47,Tunisia,Desktop,24,14200.742,552.5768979487179,0.26315789473684204,-0.21670651234237792,-0.4528133170209815
2016-W47,Tunisia,Mobile App,3,1711.2605,570.4201666666667,0.5,3.0906012722677936,1.7270675148451957
2016-W47,Tunisia,Mobile Web,5,792.0351,177.28343333333336,-0.5454545454545454,-0.24229449081624121,0.9682571755904794
2016-W47,Turkey,Desktop,497,155119.3826,320.4283526157483,-0.1475128644939966,-0.1558232872825357,0.06035247628064622
2016-W47,Turkey,Mobile App,111,25024.5614,275.6326829004329,0.40506329113924044,-0.09076158410572965,-0.5940298276081465
2016-W47,Turkey,Mobile Web,72,21676.773699999998,329.00214247557994,-0.12195121951219512,-0.2600407244356473,-0.1467805113220717
2016-W47,Turks and Caicos,Desktop,35,95652.06569999999,2486.4161004329003,-0.05405405405405406,0.6638624976153704,0.783991949990595
2016-W47,Turks and Caicos,Mobile App,2,2568.7,1284.35,-0.6666666666666667,-0.5073843445375412,0.2952691186703913
2016-W47,Turks and Caicos,Mobile Web,6,5854.12,963.912,-0.5384615384615384,-0.8729884463945861,-0.6780323531314378
2016-W47,U.S. Virgin Islands,Desktop,106,68076.392,792.5014471455894,-0.12396694214876036,-0.07448123987225996,0.13421414874238935
2016-W47,U.S. Virgin Islands,Mobile App,7,2705.3675,346.7735,0.75,-0.3222127436758889,-0.7156230651582931
